,timestamp,username,accessdevicebrowser,accessdeviceos,location,authdevicename,result,reason,logcount,locincrement,logcount_pred,logcount_loss,logcount_z_loss,locincrement_pred,locincrement_loss,locincrement_z_loss,result_pred,result_loss,result_z_loss,accessdevicebrowser_pred,accessdevicebrowser_loss,accessdevicebrowser_z_loss,accessdeviceos_pred,accessdeviceos_loss,accessdeviceos_z_loss,authdevicename_pred,authdevicename_loss,authdevicename_z_loss,reason_pred,reason_loss,reason_z_loss,max_abs_z,mean_abs_z,model_version
41,2022-08-31 01:17:09+00:00,attacktarget,Safari,Windows,"Anomalous City, Anomaloustate, Latvia",NaN,False,invalid_passcode,26,1.0,6.482460947935635,21.252342,17.181993,2.035798811378166,2.6979947,1.5292115,False,0.72616845,2.7558553,Internet Explorer,0.65561765,0.19137678,Mac OS X,0.53985167,2.3061376,343 588 6771,0.78386056,6.06396,invalid_passcode,1.0613204,3.568932,17.181993,4.7996383,DFP-duo-attacktarget:1
42,2022-08-31 01:17:13+00:00,attacktarget,Safari,Windows,"Anomalous City, Anomaloustate, Latvia",NaN,False,invalid_passcode,27,1.0,6.5018284257567736,23.441584,19.036093,2.0354063585536815,2.6959505,1.5274302,False,0.7271121,2.7922993,Internet Explorer,0.65520805,0.14831528,Mac OS X,0.5362371,2.4273546,343 588 6771,0.786393,6.1889133,invalid_passcode,1.0587474,3.6989887,19.036093,5.1170564,DFP-duo-attacktarget:1
43,2022-08-31 01:20:09+00:00,attacktarget,Safari,Windows,"Anomalous City, Anomaloustate, Latvia",NaN,False,invalid_passcode,28,1.0,6.520157613214941,25.740612,20.983171,2.034869168488551,2.6931539,1.5249932,False,0.7280209,2.8273966,Internet Explorer,0.65491515,0.117523044,Mac OS X,0.5325692,2.5503607,343 588 6771,0.788725,6.303979,invalid_passcode,1.0561142,3.832088,20.983171,5.448502,DFP-duo-attacktarget:1
44,2022-08-31 01:21:22+00:00,attacktarget,Safari,Windows,"Anomalous City, Anomaloustate, Latvia",NaN,False,invalid_passcode,29,1.0,6.537517464701117,28.149601,23.023378,2.0343575515195984,2.690492,1.5226735,False,0.72906417,2.8676872,Internet Explorer,0.6546447,0.089093186,Mac OS X,0.52896035,2.671388,343 588 6771,0.79153097,6.442428,invalid_passcode,1.0536722,3.9555225,23.023378,5.7960253,DFP-duo-attacktarget:1
45,2022-08-31 01:32:09+00:00,attacktarget,Safari,Windows,"Anomalous City, Anomaloustate, Latvia",NaN,False,invalid_passcode,30,1.0,6.553519047168288,30.669872,25.15783,2.03375467388187,2.6873565,1.5199413,False,0.72997963,2.9030426,Internet Explorer,0.65411687,0.033599496,Mac OS X,0.52529407,2.79434,343 588 6771,0.79443234,6.585586,invalid_passcode,1.0513463,4.0730877,25.15783,6.15249,DFP-duo-attacktarget:1
46,2022-08-31 01:39:41+00:00,attacktarget,Safari,Windows,"Anomalous City, Anomaloustate, Latvia",NaN,False,invalid_passcode,31,1.0,6.57055141261277,33.29538,27.381409,2.0330357330079005,2.6836197,1.516685,False,0.7308163,2.9353545,Internet Explorer,0.653993,0.020578282,Mac OS X,0.5216338,2.91709,343 588 6771,0.7972594,6.7250767,invalid_passcode,1.0488845,4.1975226,27.381409,6.527674,DFP-duo-attacktarget:1
47,2022-08-31 01:41:48+00:00,attacktarget,Safari,Windows,"Anomalous City, Anomaloustate, Latvia",NaN,False,invalid_passcode,32,1.0,6.588962045742258,36.0248,29.692991,2.032509123617507,2.6808844,1.5143014,False,0.7316863,2.9689534,Internet Explorer,0.6541684,0.039019782,Mac OS X,0.51802194,3.038217,343 588 6771,0.8000098,6.860785,invalid_passcode,1.046705,4.3076887,29.692991,6.9174232,DFP-duo-attacktarget:1
48,2022-08-31 01:48:26+00:00,attacktarget,Safari,Windows,"Anomalous City, Anomaloustate, Latvia",NaN,False,invalid_passcode,33,1.0,6.607966960997107,38.859966,32.094135,2.03215276348544,2.679034,1.512689,False,0.7326019,3.0043132,Internet Explorer,0.65448606,0.07241249,Mac OS X,0.5145765,3.1537633,343 588 6771,0.80254567,6.9859085,invalid_passcode,1.044748,4.406611,32.094135,7.3185477,DFP-duo-attacktarget:1
49,2022-08-31 01:50:36+00:00,attacktarget,Safari,Windows,"Anomalous City, Anomaloustate, Latvia",NaN,False,invalid_passcode,34,1.0,6.626046070499338,41.80534,34.58861,2.0314925895207083,2.6756082,1.5097038,False,0.7333806,3.0343878,Internet Explorer,0.65476406,0.10163817,Mac OS X,0.5110452,3.2721877,343 588 6771,0.80525345,7.119514,invalid_passcode,1.0427234,4.5089436,34.58861,7.73357,DFP-duo-attacktarget:1
50,2022-08-31 01:51:18+00:00,attacktarget,Safari,Windows,"Anomalous City, Anomaloustate, Latvia",NaN,False,invalid_passcode,35,1.0,6.644344219018474,44.8576,37.173615,2.0308527969800476,2.6722898,1.5068121,False,0.7341757,3.065093,Internet Explorer,0.6548643,0.11217795,Mac OS X,0.50754184,3.3896768,343 588 6771,0.8079903,7.2545547,invalid_passcode,1.0406075,4.615898,37.173615,8.15969,DFP-duo-attacktarget:1
51,2022-08-31 01:52:25+00:00,attacktarget,Safari,Windows,"Anomalous City, Anomaloustate, Latvia",NaN,False,invalid_passcode,36,1.0,6.662804501832957,48.016876,39.849247,2.0302472647769436,2.6691513,1.5040772,False,0.7350389,3.0984294,Internet Explorer,0.6548276,0.108317964,Mac OS X,0.5037964,3.5152833,343 588 6771,0.81089497,7.3978744,invalid_passcode,1.038371,4.7289443,39.849247,8.60031,DFP-duo-attacktarget:1
52,2022-08-31 01:53:04+00:00,attacktarget,Safari,Windows,"Anomalous City, Anomaloustate, Latvia",NaN,False,invalid_passcode,37,1.0,6.681435751161213,51.28306,42.615425,2.0295739448406698,2.6656637,1.5010381,False,0.73584294,3.1294825,Internet Explorer,0.65469486,0.09436308,Mac OS X,0.50002575,3.6417356,343 588 6771,0.8139568,7.5489492,invalid_passcode,1.036288,4.8342295,42.615425,9.0521755,DFP-duo-attacktarget:1
53,2022-08-31 02:05:12+00:00,attacktarget,Safari,Windows,"Anomalous City, Anomaloustate, Latvia",NaN,False,invalid_passcode,38,1.0,6.6997019144322,54.65799,45.473698,2.0288124369537726,2.661722,1.4976032,False,0.7365922,3.1584175,Internet Explorer,0.6545996,0.084349655,Mac OS X,0.4963388,3.7653801,343 588 6771,0.8170982,7.7039504,invalid_passcode,1.034081,4.9457874,45.473698,9.5184555,DFP-duo-attacktarget:1
54,2022-08-31 02:05:31+00:00,attacktarget,Safari,Windows,"Anomalous City, Anomaloustate, Latvia",NaN,False,invalid_passcode,39,1.0,6.717730869551239,58.141308,48.42377,2.027994952975041,2.6574938,1.4939188,False,0.73731357,3.1862776,Internet Explorer,0.6545257,0.07657953,Mac OS X,0.4926945,3.8875957,343 588 6771,0.82029784,7.861825,invalid_passcode,1.0319006,5.0559955,48.42377,9.997995,DFP-duo-attacktarget:1
55,2022-08-31 02:06:33+00:00,attacktarget,Safari,Windows,"Anomalous City, Anomaloustate, Latvia",NaN,False,invalid_passcode,40,1.0,6.735456879578348,61.733337,51.465908,2.0271898209474117,2.6533325,1.4902925,False,0.7380013,3.2128372,Internet Explorer,0.6544305,0.066572376,Mac OS X,0.48918456,4.005305,343 588 6771,0.82352483,8.0210495,invalid_passcode,1.0297488,5.164764,51.465908,10.489534,DFP-duo-attacktarget:1
56,2022-08-31 02:09:03+00:00,attacktarget,Safari,Windows,"Anomalous City, Anomaloustate, Latvia",NaN,False,invalid_passcode,41,1.0,6.7534149246009,65.43215,54.59849,2.0264894620310723,2.6497157,1.4871409,False,0.7386777,3.2389596,Internet Explorer,0.6542386,0.046395127,Mac OS X,0.48581016,4.1184683,343 588 6771,0.8266947,8.177456,invalid_passcode,1.027723,5.267163,54.59849,10.990583,DFP-duo-attacktarget:1
57,2022-08-31 02:13:17+00:00,attacktarget,NaN,NaN,NaN,343 588 6771,True,valid_passcode,42,2.0,6.942561739862868,68.56731,57.253696,2.058375100576583,0.008569304,0.81437033,False,0.6371169,0.68329996,Internet Explorer,0.6677027,1.4618727,Mac OS X,0.50725734,3.3992176,343 588 6771,0.56695986,4.638217,invalid_passcode,1.298291,8.409073,57.253696,10.951392,DFP-duo-attacktarget:1
58,2022-08-31 02:15:51+00:00,attacktarget,Safari,Windows,"Anomalous City, Anomaloustate, Latvia",NaN,False,invalid_passcode,43,2.0,6.831700932867797,72.981514,60.99215,2.051950357012159,0.006786836,0.81592363,False,0.7479777,3.5981236,Internet Explorer,0.67407584,2.1318824,Mac OS X,0.49746025,3.727772,343 588 6771,0.82220215,7.955786,invalid_passcode,1.0091138,6.207789,60.99215,12.2042055,DFP-duo-attacktarget:1
59,2022-08-31 02:18:41+00:00,attacktarget,Safari,Windows,"Anomalous City, Anomaloustate, Latvia",NaN,False,invalid_passcode,44,2.0,6.850006714947142,76.99707,64.39298,2.051458881851641,0.00665903,0.816035,False,0.74883837,3.6313634,Internet Explorer,0.6739134,2.114807,Mac OS X,0.49393106,3.8461266,343 588 6771,0.82588977,8.137738,invalid_passcode,1.0075666,6.285995,64.39298,12.746435,DFP-duo-attacktarget:1
60,2022-08-31 02:24:47+00:00,attacktarget,Safari,Windows,"Anomalous City, Anomaloustate, Latvia",NaN,False,invalid_passcode,45,2.0,6.868295589636933,81.120224,67.88493,2.0509172401038676,0.006519586,0.81615645,False,0.7496847,3.6640484,Internet Explorer,0.67375314,2.0979571,Mac OS X,0.49035102,3.9661863,343 588 6771,0.8296689,8.324205,invalid_passcode,1.0060021,6.365075,67.88493,13.302653,DFP-duo-attacktarget:1
61,2022-08-31 02:25:21+00:00,attacktarget,Safari,Windows,"Anomalous City, Anomaloustate, Latvia",NaN,False,invalid_passcode,46,2.0,6.886426683053314,85.3516,71.46855,2.050312163640306,0.006365554,0.81629074,False,0.7505162,3.69616,Internet Explorer,0.6735773,2.0794718,Mac OS X,0.48673144,4.087572,343 588 6771,0.83352476,8.51446,invalid_passcode,1.004448,6.443625,71.46855,13.872304,DFP-duo-attacktarget:1
62,2022-08-31 02:31:38+00:00,attacktarget,Safari,Windows,"Anomalous City, Anomaloustate, Latvia",NaN,False,invalid_passcode,47,2.0,6.904712592641205,89.689865,75.142685,2.049728821724405,0.006218801,0.8164186,False,0.7513633,3.7288752,Internet Explorer,0.6733131,2.0516937,Mac OS X,0.48317158,4.2069554,343 588 6771,0.837353,8.70335,invalid_passcode,1.0028625,6.5237713,75.142685,14.453394,DFP-duo-attacktarget:1
63,2022-08-31 02:32:12+00:00,attacktarget,Safari,Windows,"Anomalous City, Anomaloustate, Latvia",NaN,False,invalid_passcode,48,2.0,6.922758707498896,94.13677,78.90883,2.049105198540807,0.006063805,0.81655365,False,0.7522164,3.7618225,Internet Explorer,0.67302537,2.0214465,Mac OS X,0.47960407,4.3265953,343 588 6771,0.8411639,8.891384,invalid_passcode,1.0013103,6.6022243,78.90883,15.04698,DFP-duo-attacktarget:1
64,2022-08-31 02:32:18+00:00,attacktarget,Safari,Windows,"Anomalous City, Anomaloustate, Latvia",NaN,False,invalid_passcode,49,2.0,6.940814285447755,98.6912,82.76604,2.048470778558565,0.0059081325,0.8166893,False,0.7530736,3.7949264,Internet Explorer,0.6727193,1.9892695,Mac OS X,0.47605276,4.445691,343 588 6771,0.84499687,9.080509,invalid_passcode,0.99979484,6.678828,82.76604,15.653137,DFP-duo-attacktarget:1
65,2022-08-31 02:32:23+00:00,attacktarget,Safari,Windows,"Anomalous City, Anomaloustate, Latvia",NaN,False,invalid_passcode,50,2.0,6.958859643258152,103.353264,86.71441,2.0478319985114237,0.0057534366,0.8168241,False,0.7539282,3.8279314,Internet Explorer,0.6724359,1.9594736,Mac OS X,0.47254264,4.5634065,343 588 6771,0.84881765,9.269032,invalid_passcode,0.9982976,6.7545094,86.71441,16.272228,DFP-duo-attacktarget:1
66,2022-08-31 02:32:28+00:00,attacktarget,Safari,Windows,"Anomalous City, Anomaloustate, Latvia",NaN,False,invalid_passcode,51,2.0,6.977077103153261,108.122086,90.75319,2.0471665459551884,0.0055944626,0.8169626,False,0.7547802,3.860835,Internet Explorer,0.6721704,1.9315637,Mac OS X,0.46904796,4.6806035,343 588 6771,0.8526786,9.459536,invalid_passcode,0.9967968,6.830369,90.75319,16.904722,DFP-duo-attacktarget:1
67,2022-08-31 02:32:36+00:00,attacktarget,Safari,Windows,"Anomalous City, Anomaloustate, Latvia",NaN,False,invalid_passcode,52,2.0,6.995540224895095,112.997246,94.88203,2.046491055383156,0.005435369,0.8171013,False,0.7556369,3.8939204,Internet Explorer,0.6719173,1.9049574,Mac OS X,0.46557918,4.796932,343 588 6771,0.8566088,9.653458,invalid_passcode,0.9953226,6.9048843,94.88203,17.550468,DFP-duo-attacktarget:1
68,2022-08-31 02:33:08+00:00,attacktarget,Safari,Windows,"Anomalous City, Anomaloustate, Latvia",NaN,False,invalid_passcode,53,2.0,7.01414781649543,117.97912,99.10124,2.0458002059187113,0.005275033,0.817241,False,0.7564873,3.9267642,Internet Explorer,0.67167026,1.8789839,Mac OS X,0.462179,4.91096,343 588 6771,0.86055166,9.848003,invalid_passcode,0.99384737,6.979451,99.10124,18.20895,DFP-duo-attacktarget:1
69,2022-08-31 02:35:16+00:00,attacktarget,Safari,Windows,"Anomalous City, Anomaloustate, Latvia",NaN,False,invalid_passcode,54,2.0,7.032695475185033,123.068794,103.411766,2.0450846149652953,0.0051114834,0.8173835,False,0.7573403,3.959707,Internet Explorer,0.6714196,1.8526344,Mac OS X,0.45879328,5.024503,343 588 6771,0.8644757,10.041622,invalid_passcode,0.99239665,7.0527797,103.411766,18.880058,DFP-duo-attacktarget:1
70,2022-08-31 02:36:33+00:00,attacktarget,Safari,Windows,"Anomalous City, Anomaloustate, Latvia",NaN,False,invalid_passcode,55,2.0,7.051247676158397,128.26593,107.813286,2.0443689488383465,0.0049504945,0.8175238,False,0.75819445,3.9926937,Internet Explorer,0.6711683,1.826216,Mac OS X,0.45542642,5.137414,343 588 6771,0.8684111,10.235801,invalid_passcode,0.99095964,7.1254153,107.813286,19.56405,DFP-duo-attacktarget:1
71,2022-08-31 02:37:23+00:00,attacktarget,Safari,Windows,"Anomalous City, Anomaloustate, Latvia",NaN,False,invalid_passcode,56,2.0,7.069907377847431,133.56996,112.30534,2.0436515349267608,0.004791696,0.8176622,False,0.7590629,4.0262327,Internet Explorer,0.67089665,1.7976545,Mac OS X,0.45206082,5.250283,343 588 6771,0.872363,10.43079,invalid_passcode,0.9895482,7.1967583,112.30534,20.260675,DFP-duo-attacktarget:1
72,2022-08-31 02:38:42+00:00,attacktarget,Safari,Windows,"Anomalous City, Anomaloustate, Latvia",NaN,False,invalid_passcode,57,2.0,7.088660574877207,138.98091,116.887955,2.042943031427981,0.004637412,0.81779665,False,0.75993395,4.059873,Internet Explorer,0.67060524,1.767019,Mac OS X,0.44871533,5.362477,343 588 6771,0.87626886,10.623512,invalid_passcode,0.98811626,7.269138,116.887955,20.96968,DFP-duo-attacktarget:1
73,2022-08-31 02:38:55+00:00,attacktarget,Safari,Windows,"Anomalous City, Anomaloustate, Latvia",NaN,False,invalid_passcode,58,2.0,7.107552311561685,144.4985,121.56088,2.0422394377005597,0.0044866945,0.81792796,False,0.7608,4.09332,Internet Explorer,0.6702972,1.7346351,Mac OS X,0.44535863,5.4750466,343 588 6771,0.8801589,10.815452,invalid_passcode,0.98667514,7.3419814,121.56088,21.691322,DFP-duo-attacktarget:1
74,2022-08-31 02:40:47+00:00,attacktarget,Safari,Windows,"Anomalous City, Anomaloustate, Latvia",NaN,False,invalid_passcode,59,2.0,7.126457675097445,150.12344,126.32472,2.0415324870050657,0.0043377657,0.8180577,False,0.76165754,4.1264377,Internet Explorer,0.6699874,1.7020633,Mac OS X,0.44201025,5.5873375,343 588 6771,0.88407546,11.0087,invalid_passcode,0.9852555,7.41374,126.32472,22.425867,DFP-duo-attacktarget:1
75,2022-08-31 02:40:59+00:00,attacktarget,Safari,Windows,"Anomalous City, Anomaloustate, Latvia",NaN,False,invalid_passcode,60,2.0,7.145505111175276,155.85493,131.1788,2.040807085905624,0.0041875644,0.8181886,False,0.7625001,4.1589775,Internet Explorer,0.66966945,1.6686393,Mac OS X,0.43866965,5.6993675,343 588 6771,0.88804615,11.204619,invalid_passcode,0.9838501,7.484776,131.1788,23.173342,DFP-duo-attacktarget:1
76,2022-08-31 02:41:13+00:00,attacktarget,Safari,Windows,"Anomalous City, Anomaloustate, Latvia",NaN,False,invalid_passcode,61,2.0,7.164558982155102,161.69376,136.12378,2.0400835829378847,0.00404039,0.81831694,False,0.76333874,4.1913657,Internet Explorer,0.6693586,1.6359609,Mac OS X,0.43534967,5.810706,343 588 6771,0.8920307,11.401223,invalid_passcode,0.9824568,7.555203,136.12378,23.933794,DFP-duo-attacktarget:1
77,2022-08-31 02:42:43+00:00,attacktarget,Safari,Windows,"Anomalous City, Anomaloustate, Latvia",NaN,False,invalid_passcode,62,2.0,7.183612222262183,167.63994,141.15968,2.039359969559019,0.003895828,0.8184429,False,0.7641782,4.223786,Internet Explorer,0.669048,1.6033076,Mac OS X,0.43204957,5.9213777,343 588 6771,0.89602643,11.598377,invalid_passcode,0.9810765,7.624974,141.15968,24.707136,DFP-duo-attacktarget:1
78,2022-08-31 02:52:05+00:00,attacktarget,Safari,Windows,"Anomalous City, Anomaloustate, Latvia",NaN,False,invalid_passcode,63,2.0,7.20265902746727,173.69356,146.28658,2.0386354658436248,0.0037537261,0.8185667,False,0.7650183,4.256229,Internet Explorer,0.66873634,1.5705415,Mac OS X,0.42876914,6.03139,343 588 6771,0.9000307,11.795952,invalid_passcode,0.9797116,7.6939635,146.28658,25.493319,DFP-duo-attacktarget:1
79,2022-08-31 02:55:44+00:00,attacktarget,Safari,Windows,"Anomalous City, Anomaloustate, Latvia",NaN,False,invalid_passcode,64,2.0,7.22158394805811,179.85532,151.50505,2.0379118078304743,0.0036144254,0.8186881,False,0.76586074,4.2887645,Internet Explorer,0.6684133,1.5365785,Mac OS X,0.4255104,6.1406746,343 588 6771,0.9040183,11.992706,invalid_passcode,0.9783709,7.7617307,151.50505,26.292028,DFP-duo-attacktarget:1
80,2022-08-31 02:55:54+00:00,attacktarget,Safari,Windows,"Anomalous City, Anomaloustate, Latvia",NaN,False,invalid_passcode,65,2.0,7.240141574537077,186.1268,156.81647,2.0372082211505713,0.0034815136,0.8188039,False,0.76669633,4.321035,Internet Explorer,0.66806936,1.5004225,Mac OS X,0.42228287,6.248913,343 588 6771,0.90796113,12.187252,invalid_passcode,0.9770108,7.8304796,156.81647,27.10334,DFP-duo-attacktarget:1
81,2022-08-31 02:59:23+00:00,attacktarget,Safari,Windows,"Anomalous City, Anomaloustate, Latvia",NaN,False,invalid_passcode,66,2.0,7.258637880185275,192.50618,162.21925,2.036481584386185,0.0033468609,0.8189212,False,0.7675395,4.353598,Internet Explorer,0.66773415,1.4651812,Mac OS X,0.41908106,6.3562884,343 588 6771,0.91186553,12.3799,invalid_passcode,0.97565335,7.899093,162.21925,27.927465,DFP-duo-attacktarget:1
82,2022-08-31 03:06:14+00:00,attacktarget,Safari,Windows,"Anomalous City, Anomaloustate, Latvia",NaN,False,invalid_passcode,67,2.0,7.277119801934896,198.99316,167.71317,2.0357589694058014,0.003215587,0.8190356,False,0.7683801,4.386062,Internet Explorer,0.6674003,1.4300841,Mac OS X,0.41590136,6.4629226,343 588 6771,0.91578186,12.573137,invalid_passcode,0.9743105,7.9669685,167.71317,28.764482,DFP-duo-attacktarget:1
83,2022-08-31 03:07:14+00:00,attacktarget,Safari,Windows,"Anomalous City, Anomaloustate, Latvia",NaN,False,invalid_passcode,68,2.0,7.295609925030197,205.58759,173.29807,2.0350371155574374,0.0030870733,0.81914765,False,0.7692179,4.418418,Internet Explorer,0.66706425,1.3947551,Mac OS X,0.4127328,6.569183,343 588 6771,0.9197235,12.767624,invalid_passcode,0.97297144,8.034654,173.29807,29.614552,DFP-duo-attacktarget:1
84,2022-08-31 03:07:59+00:00,attacktarget,Safari,Windows,"Anomalous City, Anomaloustate, Latvia",NaN,False,invalid_passcode,69,2.0,7.314109889740314,212.28944,178.97397,2.034316144998083,0.0029613331,0.8192572,False,0.7700522,4.450638,Internet Explorer,0.66672593,1.359188,Mac OS X,0.40957406,6.675114,343 588 6771,0.92369276,12.963471,invalid_passcode,0.9716352,8.102195,178.97397,30.477692,DFP-duo-attacktarget:1
85,2022-08-31 03:12:42+00:00,attacktarget,Safari,Windows,"Anomalous City, Anomaloustate, Latvia",NaN,False,invalid_passcode,70,2.0,7.332609349752233,219.09879,184.74089,2.0335950992651957,0.0028381944,0.8193645,False,0.770887,4.4828787,Internet Explorer,0.6663878,1.3236398,Mac OS X,0.40643483,6.780391,343 588 6771,0.9276723,13.159829,invalid_passcode,0.97031105,8.169127,184.74089,31.353733,DFP-duo-attacktarget:1
86,2022-08-31 03:13:00+00:00,attacktarget,Safari,Windows,"Anomalous City, Anomaloustate, Latvia",NaN,False,invalid_passcode,71,2.0,7.351118525204419,226.01549,190.59874,2.0328750307882344,0.0027178319,0.81946933,False,0.77172244,4.5151424,Internet Explorer,0.6660504,1.2881666,Mac OS X,0.40331376,6.8850594,343 588 6771,0.9316587,13.356522,invalid_passcode,0.96900004,8.235394,190.59874,32.24264,DFP-duo-attacktarget:1
87,2022-08-31 03:16:18+00:00,attacktarget,Safari,Windows,"Anomalous City, Anomaloustate, Latvia",NaN,False,invalid_passcode,72,2.0,7.369807373214251,233.03847,196.5466,2.0321509217338876,0.002599424,0.81957257,False,0.7725558,4.5473275,Internet Explorer,0.6657258,1.254047,Mac OS X,0.40019092,6.9897866,343 588 6771,0.9355922,13.550605,invalid_passcode,0.96774125,8.299021,196.5466,33.143852,DFP-duo-attacktarget:1
